,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
2,3/11/2018,1.72,26924.36,1338.53,7520.53,0,18065.3,1900.73,16164.57,0,organic,2018,Portland
3,3/4/2018,1.57,35296.54,1772,6857.18,1.74,26665.62,1752.33,24882.44,30.85,organic,2018,Portland
4,2/25/2018,1.59,28796.94,2777.46,3529.3,0,22490.18,1870.63,20468.87,150.68,organic,2018,Portland
5,2/18/2018,1.8,20608.98,2304.48,4614.12,0,13690.38,3448.31,10232.51,9.56,organic,2018,Portland
6,2/11/2018,1.56,33493.93,2598.21,7330.17,8.57,23556.98,1415.85,22087.81,53.32,organic,2018,Portland
7,2/4/2018,1.46,35123.48,2697.49,4591.06,0,27834.93,1185.52,26586.83,62.58,organic,2018,Portland
8,1/28/2018,1.8,21678.23,2550.43,2656.25,0,16471.55,1006.14,15459.73,5.68,organic,2018,Portland
9,1/21/2018,1.8,25108.84,3170.73,3086.95,10.07,18841.09,1279.19,17489.16,72.74,organic,2018,Portland
10,1/14/2018,1.82,20964.96,3966.9,4441.29,0,12556.77,1364.14,11187.07,5.56,organic,2018,Portland
11,1/7/2018,1.59,27296.2,3740.22,6593.66,0,16962.32,1579.33,15382.99,0,organic,2018,Portland
0,3/25/2018,2.02,13379.77,86.84,5923.16,98.37,7271.4,6881.8,389.6,0,organic,2018,RaleighGreensboro
1,3/18/2018,1.93,14027.44,74.54,5983.12,135.09,7834.69,7330.45,504.24,0,organic,2018,RaleighGreensboro
2,3/11/2018,2.02,13869.87,93.04,6501.92,224.71,7050.2,6823.87,226.33,0,organic,2018,RaleighGreensboro
3,3/4/2018,1.98,15008.91,119.79,6357.72,154.02,8377.38,8147.84,229.54,0,organic,2018,RaleighGreensboro
4,2/25/2018,1.97,14215.62,161.11,5650.36,151.56,8252.59,7736.17,516.42,0,organic,2018,RaleighGreensboro
5,2/18/2018,1.99,14240.92,140.37,5695.17,122.61,8282.77,8197.97,84.8,0,organic,2018,RaleighGreensboro
6,2/11/2018,2.04,11804.91,72.38,4806.1,140.27,6786.16,6660.68,125.48,0,organic,2018,RaleighGreensboro
7,2/4/2018,2.25,14635.63,82.78,5175.05,151.37,9226.43,9000.42,226.01,0,organic,2018,RaleighGreensboro
8,1/28/2018,1.9,13996.05,145.91,6494.37,156.02,7199.75,6924.72,275.03,0,organic,2018,RaleighGreensboro
9,1/21/2018,1.86,14627.48,167.64,5921.25,176.32,8362.27,8026.25,336.02,0,organic,2018,RaleighGreensboro
10,1/14/2018,1.53,23359.01,119.42,6900.26,219.92,16119.41,15798.76,320.65,0,organic,2018,RaleighGreensboro
11,1/7/2018,1.02,48277.42,123.72,6416.92,209.38,41527.4,41246.49,280.91,0,organic,2018,RaleighGreensboro
0,3/25/2018,1.42,17340.49,295.16,3478.97,81.25,13485.11,12149.49,1335.62,0,organic,2018,RichmondNorfolk
1,3/18/2018,1.32,15940.36,459.28,3325.39,86.58,12069.11,10904.32,1164.79,0,organic,2018,RichmondNorfolk
2,3/11/2018,1.35,16213.23,363.43,3680.52,79.89,12089.39,11655.63,433.76,0,organic,2018,RichmondNorfolk
3,3/4/2018,1.43,14173.27,397.48,3653.91,119.44,10002.44,9479.36,523.08,0,organic,2018,RichmondNorfolk
4,2/25/2018,1.42,18023.03,485.27,3316.06,59.58,14162.12,11982.32,2179.8,0,organic,2018,RichmondNorfolk
5,2/18/2018,1.45,14413.06,468.13,3416.33,60.67,10467.93,10254.64,213.29,0,organic,2018,RichmondNorfolk
6,2/11/2018,1.36,18050.24,365.59,2906.21,44.28,14734.16,13970.51,763.65,0,organic,2018,RichmondNorfolk
7,2/4/2018,1.41,16592.21,352.86,3254.9,50.98,12933.47,12581.65,351.82,0,organic,2018,RichmondNorfolk
8,1/28/2018,1.44,15001.51,422.41,3934.4,93.87,10550.83,9656.85,893.98,0,organic,2018,RichmondNorfolk
9,1/21/2018,1.58,12458.09,521.57,3808.38,90.71,8037.43,6246.99,1790.44,0,organic,2018,RichmondNorfolk
10,1/14/2018,1.33,18253,354.81,3471.49,78.62,14348.08,13243.48,1104.6,0,organic,2018,RichmondNorfolk
11,1/7/2018,1.18,24634.86,563.16,3382.94,112.1,20576.66,19899.04,677.62,0,organic,2018,RichmondNorfolk
0,3/25/2018,1.6,9097.89,82.57,1984.01,0,7031.31,6152.25,879.06,0,organic,2018,Roanoke
1,3/18/2018,1.57,9095.2,110.35,2580.21,0,6404.64,4667.07,1737.57,0,organic,2018,Roanoke
2,3/11/2018,1.54,8380.75,168.6,2237.27,0,5974.88,5479.54,495.34,0,organic,2018,Roanoke
3,3/4/2018,1.78,6103.89,164.06,2155.05,0,3784.78,3393.22,391.56,0,organic,2018,Roanoke
4,2/25/2018,1.56,10168.42,194.34,2044.25,0,7929.83,5548.04,2381.79,0,organic,2018,Roanoke
5,2/18/2018,1.49,7517.03,154.15,2182.81,0,5180.07,5021.41,158.66,0,organic,2018,Roanoke
6,2/11/2018,1.44,8863.94,115.82,1767.7,0,6980.42,5962.17,1018.25,0,organic,2018,Roanoke
7,2/4/2018,1.53,8082.68,205.29,1857.77,0,6019.62,5345.21,674.41,0,organic,2018,Roanoke
8,1/28/2018,1.63,8243.33,221.71,2293.88,0,5727.74,4884.05,843.69,0,organic,2018,Roanoke
9,1/21/2018,1.67,7935.53,219.52,1633.41,0,6082.6,3524.73,2557.87,0,organic,2018,Roanoke
10,1/14/2018,1.55,9598.35,187.7,2080.55,0,7330.1,5644.04,1686.06,0,organic,2018,Roanoke
11,1/7/2018,1.48,8893.44,258.7,1976.19,0,6658.55,6089.92,568.63,0,organic,2018,Roanoke
0,3/25/2018,1.63,9608.95,1902.19,3572.34,0,4134.42,4124.42,10,0,organic,2018,Sacramento
1,3/18/2018,1.68,11828.91,1954.32,3597.7,0,6276.89,6270.22,6.67,0,organic,2018,Sacramento
2,3/11/2018,1.9,8634.75,2317.5,3561.2,0,2756.05,2752.63,3.42,0,organic,2018,Sacramento
3,3/4/2018,1.83,9611.48,2391.35,3880.13,0,3340,3340,0,0,organic,2018,Sacramento
4,2/25/2018,1.78,9497.75,2169.03,4285.39,0,3043.33,3036.67,6.66,0,organic,2018,Sacramento
5,2/18/2018,1.88,8499.84,2140.53,3537.09,0,2822.22,2818.89,3.33,0,organic,2018,Sacramento
6,2/11/2018,1.87,7802.04,2208.31,3192.62,0,2401.11,2401.11,0,0,organic,2018,Sacramento
7,2/4/2018,1.5,8713.26,2722.6,4194,0,1796.66,1796.66,0,0,organic,2018,Sacramento
8,1/28/2018,1.99,7631.73,2280.4,3098,0,2253.33,2253.33,0,0,organic,2018,Sacramento
9,1/21/2018,1.62,8933.22,3017.16,3954.94,0,1961.12,1961.12,0,0,organic,2018,Sacramento
10,1/14/2018,1.6,9939.69,3653.04,4484.42,0,1802.23,1802.23,0,0,organic,2018,Sacramento
11,1/7/2018,2.18,6511.97,2187.59,2577.71,0,1746.67,1746.67,0,0,organic,2018,Sacramento
0,3/25/2018,1.75,19086.94,865.91,10936.47,0,7284.56,7284.56,0,0,organic,2018,SanDiego
1,3/18/2018,1.75,18371.03,836.22,10877.69,0,6657.12,6657.12,0,0,organic,2018,SanDiego
2,3/11/2018,1.59,25324.3,1328.95,14303.09,0,9692.26,9692.26,0,0,organic,2018,SanDiego
3,3/4/2018,1.65,24614.51,1558.03,10118.36,0,12938.12,12934.79,3.33,0,organic,2018,SanDiego
4,2/25/2018,1.83,20171.93,1274.61,13035.32,0,5862,5858.67,3.33,0,organic,2018,SanDiego
5,2/18/2018,2.05,17875.93,946.25,10002.06,0,6927.62,6917.62,10,0,organic,2018,SanDiego
6,2/11/2018,1.88,18517.54,1101.05,8243.72,0,9172.77,9172.77,0,0,organic,2018,SanDiego
7,2/4/2018,1.81,17454.74,1158.41,7388.27,0,8908.06,8908.06,0,0,organic,2018,SanDiego
8,1/28/2018,1.91,17579.47,1145.64,8284.41,0,8149.42,8149.42,0,0,organic,2018,SanDiego
9,1/21/2018,1.95,18676.37,1088.49,9282.37,0,8305.51,8305.51,0,0,organic,2018,SanDiego
10,1/14/2018,1.81,21770.02,3285.98,14338.52,0,4145.52,4145.52,0,0,organic,2018,SanDiego
11,1/7/2018,2.06,16746.82,5150.82,9366.31,0,2229.69,2229.69,0,0,organic,2018,SanDiego
0,3/25/2018,1.64,34687.2,10102.62,10778.96,0,13805.62,13802.29,3.33,0,organic,2018,SanFrancisco
1,3/18/2018,1.86,38845.77,10129.17,10074.1,0,18642.5,18639.17,3.33,0,organic,2018,SanFrancisco
2,3/11/2018,2.16,25741.84,10368.17,10850.44,0,4523.23,4523.23,0,0,organic,2018,SanFrancisco
3,3/4/2018,2.07,25055.39,9521.74,10818.1,0,4715.55,4715.55,0,0,organic,2018,SanFrancisco
4,2/25/2018,2.11,24475.48,9731.2,11686.51,0,3057.77,3057.77,0,0,organic,2018,SanFrancisco
5,2/18/2018,2.25,21551.76,9721.38,9543.71,0,2286.67,2283.34,3.33,0,organic,2018,SanFrancisco
6,2/11/2018,2.22,21708.65,9960.19,9215.13,0,2533.33,2533.33,0,0,organic,2018,SanFrancisco
7,2/4/2018,1.34,28070.07,13610.05,12257.81,0,2202.21,2202.21,0,0,organic,2018,SanFrancisco
8,1/28/2018,2.27,20325.75,9368.06,8808.8,0,2148.89,2148.89,0,0,organic,2018,SanFrancisco
9,1/21/2018,1.36,27919.45,13037.67,11998.44,0,2883.34,2883.34,0,0,organic,2018,SanFrancisco
10,1/14/2018,1.32,37347.89,19301.15,14957.23,0,3089.51,3089.51,0,0,organic,2018,SanFrancisco
11,1/7/2018,2.3,20151.24,10165.34,8042.56,0,1943.34,1943.34,0,0,organic,2018,SanFrancisco
0,3/25/2018,1.48,96048.46,1753.94,41364.9,40.54,52889.08,8496.71,44278.26,114.11,organic,2018,Seattle
1,3/18/2018,1.83,45893.2,1490.12,15816.48,32.34,28554.26,2763.22,25662.29,128.75,organic,2018,Seattle
2,3/11/2018,1.54,69014.81,1542.56,26198.85,139.06,41134.34,2974.28,38160.06,0,organic,2018,Seattle
3,3/4/2018,1.27,156527.16,1999.5,37762.97,24.38,116740.31,2489.87,114116.48,133.96,organic,2018,Seattle
4,2/25/2018,1.36,105545.72,1285.8,23264.24,41.54,80954.14,2511.78,78344.09,98.27,organic,2018,Seattle
5,2/18/2018,1.86,40425.93,1033.98,12852.51,33.58,26505.86,11523.9,14950.62,31.34,organic,2018,Seattle
6,2/11/2018,1.22,101110.96,1318.39,31821.41,175.52,67795.64,4818.28,62844.86,132.5,organic,2018,Seattle
7,2/4/2018,1.14,124659.55,1345.94,32088.04,85.31,91140.26,1998.66,88880.93,260.67,organic,2018,Seattle
8,1/28/2018,1.99,35988,954.77,11558.54,32,23442.69,1487.79,21867.48,87.42,organic,2018,Seattle
9,1/21/2018,2.02,33986.68,928.1,12632.06,23.62,20402.9,1469.79,18905.41,27.7,organic,2018,Seattle
10,1/14/2018,2.03,36228.45,1147.33,18370.39,9.23,16701.5,1630.19,15063.98,7.33,organic,2018,Seattle
11,1/7/2018,1.26,98765.23,1404.78,33170.68,11.77,64178,2054.96,62104.14,18.9,organic,2018,Seattle
0,3/25/2018,1.38,16025.2,163.55,4234.24,81.45,11545.96,9882.44,1663.52,0,organic,2018,SouthCarolina
1,3/18/2018,1.35,16296.42,135.34,4345.05,111.34,11704.69,10661.48,1043.21,0,organic,2018,SouthCarolina
2,3/11/2018,1.36,17561.89,181.68,4942.56,99.85,12337.8,11957.7,380.1,0,organic,2018,SouthCarolina
3,3/4/2018,1.44,16468.01,206.2,5412.8,71.81,10777.2,9893.94,883.26,0,organic,2018,SouthCarolina
4,2/25/2018,1.41,17191.34,212.48,4438.03,95.27,12445.56,12088.07,357.49,0,organic,2018,SouthCarolina
5,2/18/2018,1.43,15443.91,145.58,4665.8,78.05,10554.48,9900.82,653.66,0,organic,2018,SouthCarolina
6,2/11/2018,1.47,14289.52,70.09,4206.95,84.14,9928.34,8754.94,1173.4,0,organic,2018,SouthCarolina
7,2/4/2018,1.42,16666.13,132.57,4063.83,102.86,12366.87,11819.92,546.95,0,organic,2018,SouthCarolina
8,1/28/2018,1.46,14938.24,110.46,5096.23,94.82,9636.73,8443.69,1193.04,0,organic,2018,SouthCarolina
9,1/21/2018,1.4,17566.45,105.95,4280.36,73.29,13106.85,11152.35,1954.5,0,organic,2018,SouthCarolina
10,1/14/2018,1.31,18678.63,67.8,4372.27,114.33,14124.23,13152.29,971.94,0,organic,2018,SouthCarolina
11,1/7/2018,1.26,19702.51,257.05,4243.68,151.13,15050.65,14269.86,780.79,0,organic,2018,SouthCarolina
0,3/25/2018,1.42,163496.7,29253.3,5080.04,0,129163.36,109052.26,20111.1,0,organic,2018,SouthCentral
1,3/18/2018,1.28,154056.32,27820.2,6264.66,0,119971.46,101198.09,18773.37,0,organic,2018,SouthCentral
2,3/11/2018,1.32,179212.94,29896.39,5707.77,0,143608.78,126427.81,17180.97,0,organic,2018,SouthCentral
3,3/4/2018,1.41,144664.26,25407.12,5094.72,0,114162.42,96833.15,17329.27,0,organic,2018,SouthCentral
4,2/25/2018,1.41,126906.61,20045.22,4781.58,0,102079.81,87202.79,14877.02,0,organic,2018,SouthCentral
5,2/18/2018,1.42,134888.08,23406.88,5128.16,27.46,106325.58,94331.46,11994.12,0,organic,2018,SouthCentral
6,2/11/2018,1.4,128955.64,20164.54,3290.73,0,105500.37,93391.83,12108.54,0,organic,2018,SouthCentral
7,2/4/2018,1.41,135996.73,29097.18,3815.01,0,103084.54,96116.6,6967.94,0,organic,2018,SouthCentral
8,1/28/2018,1.42,137453.79,29301.71,4418.91,0,103733.17,98629.14,5104.03,0,organic,2018,SouthCentral
9,1/21/2018,1.44,138349.93,22596.66,3200.09,0,112553.18,105354.48,7198.7,0,organic,2018,SouthCentral
10,1/14/2018,1.5,146720.73,31829.24,4472.99,0,110418.5,102266.31,8152.19,0,organic,2018,SouthCentral
11,1/7/2018,1.41,126323.33,25296.77,3848.62,3,97174.94,90151.57,7023.37,0,organic,2018,SouthCentral
0,3/25/2018,1.45,121917.39,1929.39,18391.86,110.05,101486.09,85313.41,16172.68,0,organic,2018,Southeast
1,3/18/2018,1.43,119853.94,2557.74,20398.98,133.09,96764.13,82917.28,13846.85,0,organic,2018,Southeast
2,3/11/2018,1.37,113559.93,2019.57,19238.35,130.1,92171.91,89311.39,2860.52,0,organic,2018,Southeast
3,3/4/2018,1.55,122700.54,2856.11,23002.28,104.25,96737.9,80786.88,15951.02,0,organic,2018,Southeast
4,2/25/2018,1.46,115509.8,2796.03,20114.88,105.74,92493.15,85039.04,7454.11,0,organic,2018,Southeast
5,2/18/2018,1.5,103546.73,1973.3,19701.21,100.93,81771.29,70925.9,10845.39,0,organic,2018,Southeast
6,2/11/2018,1.46,103704.87,1583.44,17086.95,134.96,84899.52,73615.54,11283.98,0,organic,2018,Southeast
7,2/4/2018,1.44,96702.5,1589.03,16827.96,118.89,78166.62,72587.74,5578.88,0,organic,2018,Southeast
8,1/28/2018,1.55,103243.02,1886.12,21288.86,121.72,79946.32,63894.49,16051.83,0,organic,2018,Southeast
9,1/21/2018,1.48,105688.73,1379.6,16329.87,114.48,87864.78,71192.79,16671.99,0,organic,2018,Southeast
10,1/14/2018,1.42,106345.74,1053.73,16596.47,158.66,88536.88,78949.63,9587.25,0,organic,2018,Southeast
11,1/7/2018,1.4,103034.09,1359.47,16209.36,194.07,85271.19,78886.47,6384.72,0,organic,2018,Southeast
0,3/25/2018,1.59,5750.56,266.92,1707.42,2.21,3774.01,638.89,3105.71,29.41,organic,2018,Spokane
1,3/18/2018,1.6,5793.89,242.52,1753.53,0,3797.84,837.78,2947.85,12.21,organic,2018,Spokane
2,3/11/2018,1.72,4790.07,307.23,1845.22,0,2637.62,1042.98,1594.64,0,organic,2018,Spokane
3,3/4/2018,1.6,5305.01,461.71,2076.61,0,2766.69,755.97,2010.72,0,organic,2018,Spokane
4,2/25/2018,1.64,4720.69,269.06,1496.26,0,2955.37,747.5,2207.87,0,organic,2018,Spokane
5,2/18/2018,1.64,4747.13,271.98,1421.43,0,3053.72,1301.83,1751.89,0,organic,2018,Spokane
6,2/11/2018,1.66,4099.32,243.98,1330.99,0,2524.35,583.17,1941.18,0,organic,2018,Spokane
7,2/4/2018,1.7,4561.62,277.76,1722.99,0,2560.87,593.4,1948.18,19.29,organic,2018,Spokane
8,1/28/2018,1.7,4300.76,195.24,1169.26,0,2936.26,535.55,2400.71,0,organic,2018,Spokane
9,1/21/2018,1.76,4532.08,227.35,1340.5,0,2964.23,745.55,2216.3,2.38,organic,2018,Spokane
10,1/14/2018,1.85,4412.54,150.54,1948.36,0,2313.64,564.45,1749.19,0,organic,2018,Spokane
11,1/7/2018,1.74,3788.91,212.72,1413.85,0,2162.34,600,1562.34,0,organic,2018,Spokane
0,3/25/2018,1.82,8210.37,1426.49,2452.5,0,4331.38,3427.78,903.6,0,organic,2018,StLouis
1,3/18/2018,1.8,7105.79,1052.26,2821.98,7.09,3224.46,3207.79,16.67,0,organic,2018,StLouis
2,3/11/2018,1.71,8092.62,1127.67,2916.23,0,4048.72,4022.23,26.49,0,organic,2018,StLouis
3,3/4/2018,1.76,6858.14,982.72,2294.52,0,3580.9,3054.45,526.45,0,organic,2018,StLouis
4,2/25/2018,1.69,7970.31,1546.57,774.53,0,5649.21,3548.89,2100.32,0,organic,2018,StLouis
5,2/18/2018,1.76,7007.39,1253.21,756.65,3.53,4994,2970,2024,0,organic,2018,StLouis
6,2/11/2018,1.75,7732.34,1448.4,752.88,1.75,5529.31,3018.89,2510.42,0,organic,2018,StLouis
7,2/4/2018,1.69,6493.79,1328.38,666.47,0,4498.94,2696.67,1802.27,0,organic,2018,StLouis
8,1/28/2018,1.76,6297.35,1399.87,649.18,0,4248.3,2360,1888.3,0,organic,2018,StLouis
9,1/21/2018,1.77,6887.8,1559.68,823.81,0,4504.31,2868.51,1635.8,0,organic,2018,StLouis
10,1/14/2018,1.97,8138.94,2054.96,1185.62,0,4898.36,2004.4,2893.96,0,organic,2018,StLouis
11,1/7/2018,1.49,11148.12,842.57,815.93,0,9489.62,7538.34,1951.28,0,organic,2018,StLouis
0,3/25/2018,1.04,14503.47,78.95,148.37,0,14276.15,9992.31,4283.84,0,organic,2018,Syracuse
1,3/18/2018,1.19,6981.22,162.32,87.87,0,6731.03,2782.91,3948.12,0,organic,2018,Syracuse
2,3/11/2018,1.25,4685.01,168.95,61.01,0,4455.05,775.9,3679.15,0,organic,2018,Syracuse
3,3/4/2018,1.42,3061.66,395.14,89.31,0,2577.21,721.5,1855.71,0,organic,2018,Syracuse
4,2/25/2018,1.3,4162.96,154.36,133.07,0,3875.53,1645.95,2229.58,0,organic,2018,Syracuse
5,2/18/2018,1.3,5092.83,310.36,84.43,0,4698.04,2136.41,2561.63,0,organic,2018,Syracuse
6,2/11/2018,1.23,4815.48,69.81,56.64,0,4689.03,1972.88,2716.15,0,organic,2018,Syracuse
7,2/4/2018,1.22,6294.16,85.22,152.09,0,6056.85,2847.48,3209.37,0,organic,2018,Syracuse
8,1/28/2018,1.19,6393.58,30.09,128.49,0,6235,5670.94,564.06,0,organic,2018,Syracuse
9,1/21/2018,1.27,3159.8,92.12,73.17,0,2994.51,2117.69,876.82,0,organic,2018,Syracuse
10,1/14/2018,1.25,4343.09,116.19,64.16,0,4162.74,1986.09,2176.65,0,organic,2018,Syracuse
11,1/7/2018,1.25,4764.47,59.95,133.89,0,4570.63,3125.05,1445.58,0,organic,2018,Syracuse
0,3/25/2018,1.41,10028.49,138.15,773.22,0,9117.12,8208.82,908.3,0,organic,2018,Tampa
1,3/18/2018,1.5,10311.24,190.28,901.77,0,9219.19,7687.03,1532.16,0,organic,2018,Tampa
2,3/11/2018,1.31,8115.07,101.14,392.38,0,7621.55,7494.08,127.47,0,organic,2018,Tampa
3,3/4/2018,1.51,9851.33,223.68,839.86,0,8787.79,7327.76,1460.03,0,organic,2018,Tampa
4,2/25/2018,1.37,9144.2,206.39,542.89,0,8394.92,7895.92,499,0,organic,2018,Tampa
5,2/18/2018,1.5,8534.53,131.47,781,0,7622.06,6452.23,1169.83,0,organic,2018,Tampa
6,2/11/2018,1.34,8467.46,40.73,486.03,0,7940.7,7499.96,440.74,0,organic,2018,Tampa
7,2/4/2018,1.32,7363.56,89.59,440.31,0,6833.66,6827.78,5.88,0,organic,2018,Tampa
8,1/28/2018,1.61,7695.89,156.01,859.2,0,6680.68,5567.39,1113.29,0,organic,2018,Tampa
9,1/21/2018,1.52,6871.05,76.66,407.09,0,6387.3,6375.55,11.75,0,organic,2018,Tampa
10,1/14/2018,1.53,7238.04,106.98,496.61,0,6634.45,6634.45,0,0,organic,2018,Tampa
11,1/7/2018,1.51,7370.53,42.17,400.58,0,6927.78,6921.12,6.66,0,organic,2018,Tampa
0,3/25/2018,1.55,1559967.2,121007.94,342853.1,1070.24,1093861.09,902774.79,190941.84,144.46,organic,2018,TotalUS
1,3/18/2018,1.54,1675804.22,170801.85,444949.69,1045.38,1058651.5,837351.85,221129.46,170.19,organic,2018,TotalUS
2,3/11/2018,1.52,1664234.88,129169.72,408763.5,1401.87,1124621.5,944572.5,180049,0,organic,2018,TotalUS
3,3/4/2018,1.52,1634430.77,142345.03,390129.5,1225.97,1099871.68,831885.5,267818.31,167.87,organic,2018,TotalUS
4,2/25/2018,1.57,1459852.55,122912.97,340374.83,1063.32,994471.5,765056.82,229158.56,256.12,organic,2018,TotalUS
5,2/18/2018,1.52,1814929.97,246515.35,680037.45,1905.46,886241.96,783017.98,103184.01,39.97,organic,2018,TotalUS
6,2/11/2018,1.56,1317000.47,98465.26,270798.27,1839.8,945638.02,768242.42,177144,251.6,organic,2018,TotalUS
7,2/4/2018,1.53,1384683.41,117922.52,287724.61,1703.52,977084.84,774695.74,201878.69,510.41,organic,2018,TotalUS
8,1/28/2018,1.61,1336979.09,118616.17,280080.34,1270.61,936859.49,796104.27,140652.84,102.38,organic,2018,TotalUS
9,1/21/2018,1.63,1283987.65,108705.28,259172.13,1490.02,914409.26,710654.4,203526.59,228.27,organic,2018,TotalUS
10,1/14/2018,1.59,1476651.08,145680.62,323669.83,1580.01,1005593.78,858772.69,146808.97,12.12,organic,2018,TotalUS
11,1/7/2018,1.51,1517332.7,129541.43,296490.29,1289.07,1089861.24,915452.78,174381.57,26.89,organic,2018,TotalUS
0,3/25/2018,1.6,271723.08,26996.28,77861.39,117.56,166747.85,87108,79495.39,144.46,organic,2018,West
1,3/18/2018,1.73,210067.47,33437.98,47165.54,110.4,129353.55,73163.12,56020.24,170.19,organic,2018,West
2,3/11/2018,1.63,264691.87,27566.25,60383.57,276.42,176465.63,107174.93,69290.7,0,organic,2018,West
3,3/4/2018,1.46,347373.17,25990.6,71213.19,79.01,250090.37,85835.17,164087.33,167.87,organic,2018,West
4,2/25/2018,1.49,301985.61,34200.18,49139.34,85.58,218560.51,99989.62,118314.77,256.12,organic,2018,West
5,2/18/2018,1.64,224798.6,30149,38800.64,123.13,155725.83,120428.13,35257.73,39.97,organic,2018,West
6,2/11/2018,1.47,275248.53,24732.55,61713.53,243,188559.45,88497.05,99810.8,251.6,organic,2018,West
7,2/4/2018,1.41,283378.47,22474.66,55360.49,133.41,205409.91,70232.59,134666.91,510.41,organic,2018,West
8,1/28/2018,1.8,185974.53,22918.4,33051.14,93.52,129911.47,77822.23,51986.86,102.38,organic,2018,West
9,1/21/2018,1.83,189317.99,27049.44,33561.32,439.47,128267.76,76091.99,51947.5,228.27,organic,2018,West
10,1/14/2018,1.82,207999.67,33869.12,47435.14,433.52,126261.89,89115.78,37133.99,12.12,organic,2018,West
11,1/7/2018,1.48,297190.6,34734.97,62967.74,157.77,199330.12,103761.55,95544.39,24.18,organic,2018,West
0,3/25/2018,1.62,15303.4,2325.3,2171.66,0,10806.44,10569.8,236.64,0,organic,2018,WestTexNewMexico
1,3/18/2018,1.56,15896.38,2055.35,1499.55,0,12341.48,12114.81,226.67,0,organic,2018,WestTexNewMexico
2,3/11/2018,1.56,22128.42,2162.67,3194.25,8.93,16762.57,16510.32,252.25,0,organic,2018,WestTexNewMexico
3,3/4/2018,1.54,17393.3,1832.24,1905.57,0,13655.49,13401.93,253.56,0,organic,2018,WestTexNewMexico
4,2/25/2018,1.57,18421.24,1974.26,2482.65,0,13964.33,13698.27,266.06,0,organic,2018,WestTexNewMexico
5,2/18/2018,1.56,17597.12,1892.05,1928.36,0,13776.71,13553.53,223.18,0,organic,2018,WestTexNewMexico
6,2/11/2018,1.57,15986.17,1924.28,1368.32,0,12693.57,12437.35,256.22,0,organic,2018,WestTexNewMexico
7,2/4/2018,1.63,17074.83,2046.96,1529.2,0,13498.67,13066.82,431.85,0,organic,2018,WestTexNewMexico
8,1/28/2018,1.71,13888.04,1191.7,3431.5,0,9264.84,8940.04,324.8,0,organic,2018,WestTexNewMexico
9,1/21/2018,1.87,13766.76,1191.92,2452.79,727.94,9394.11,9351.8,42.31,0,organic,2018,WestTexNewMexico
10,1/14/2018,1.93,16205.22,1527.63,2981.04,727.01,10969.54,10919.54,50,0,organic,2018,WestTexNewMexico
11,1/7/2018,1.62,17489.58,2894.77,2356.13,224.53,12014.15,11988.14,26.01,0,organic,2018,WestTexNewMexico
